ID,DOLLAR_ID,PE_INTERFACE,PE_IP,PE_HOSTNAME,DISTRICTID,EXCHANGENAME,VENDORID,NOOR_SUB,ETISILAT_SUB,ORANGE_SUB,VODA_SUB,BITSTREAM_DATA_SUB,WE_DATA_SUB,TOTAL_VOICE_SUB,REGIONID,SECTOR,LAT,LONG,HOSTNAME,MSANCODE,SECTOR_ARABIC,REGION_NAME,SECTORID,SHELF,TEDATAIP,TE_IP,,NODENAME,ROWVERSION,HASERRORS,INSERTION,CAPACITY,,VIC
2322351,465355457,GE-0/1/1,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,0,0,0,0,0,0,22,8,30.78128,30.99631,TNT2C107-M02Z-GH-EG,08-1-02-107,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.246.251,10.231.137.83,,08-1-02-107_M02Z_TANTA2_R15J,2024-12-26-13.36.35.000000,0,2026-06-01-06.18.34.632912,,,NO
2322352,465355458,GE-0/1/1,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,1,31,25,78,135,343,559,22,8,30.78128,30.99631,TNT2C107-M01Z-GH-EG,08-1-02-107,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.246.250,10.231.137.82,,08-1-02-107_M01Z_TANTA2_R15J,2024-12-26-13.37.38.000000,0,2026-06-01-06.18.34.632912,,,NO
2322353,465355459,GE-0/1/0,10.45.15.158,ASHAMS-R06J-C-EG,THE SECOND REGION EAST,AINSHAMS...C,ZTE_GPON,0,36,36,72,144,338,518,2,1,30.13586,31.33619,AINSHC89-M01Z-C-EG,01-2-09-89,قطاع شرق القاهرة,المنطقة الثانية شرق,EGYPT - EAST CAIRO,1,10.50.2.18,10.231.77.130,,01-2-09-89_M01Z_ASHAMS_R01J,2026-04-15-15.01.11.000000,0,2026-06-01-06.18.34.632912,,,NO
2322354,465355460,GE-0/1/2,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,1,24,10,77,112,313,560,22,8,30.78382,30.9972,TNT2C108-M01Z-GH-EG,08-1-02-108,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.246.234,10.231.137.90,,08-1-02-108_M01Z_TANTA2_R15J,2024-12-26-13.34.36.000000,0,2026-06-01-06.18.34.632912,,,NO
2322355,465355461,GE-0/1/2,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,2,20,7,53,82,203,412,22,8,30.78382,30.9972,TNT2C108-M02Z-GH-EG,08-1-02-108,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.246.235,10.231.137.91,,08-1-02-108_M02Z_TANTA2_R15J,2024-12-26-13.34.36.000000,0,2026-06-01-06.18.34.632912,,,NO
2322356,465355462,GE-0/0/5,10.45.0.47,ABASIA-R09J-C-EG,THE THIRD REGION EAST,ABBASIA...C,HUAWEI_GPON,0,0,0,0,0,0,0,3,1,30.0949,31.30575,ABSAC242-M01H-C-EG,01-3-11-242,قطاع شرق القاهرة,المنطقة الثالثة شرق,EGYPT - EAST CAIRO,1,10.50.134.34,10.230.24.74,,01-3-11-242_M01H_ABASIA_R09J(VIC),2025-02-04-16.18.06.000000,0,2026-06-01-06.18.34.632912,,,VIC
2322357,465355463,GE-0/2/2,10.45.4.211,AMRYAH-R03J-ALX-EG,THE SECOND REGION IN THE NORTHERN COAST,AAMREYAH...ALX,HUAWEI_GPON,0,6,6,17,29,305,350,17,6,30.99831,29.78863,AMRYAC60-M01H-ALX-EG,06-2-14-60,قطاع الساحل الشمالى ومطروح,المنطقة الثانية بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.105.26,10.231.234.10,,06-2-14-60_M01H_AMRYAH_R03J,2026-04-26-06.18.09.000000,0,2026-06-01-06.18.34.632912,,,NO
2322358,465355464,AE47,10.45.24.27,TANTA1-R05J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,2,61,22,131,216,667,987,22,8,30.80598,30.98996,TANTC110-M01Z-GH-EG,08-1-01-110,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.247.26,10.231.137.122,,08-1-01-110_M01Z_TANTA1_R03J,2024-12-26-13.34.34.000000,0,2026-06-01-06.18.34.632912,,,NO
2322359,465355465,AE47,10.45.24.27,TANTA1-R05J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,4,8,19,31,280,341,22,8,30.80598,30.98996,TANTC110-M02Z-GH-EG,08-1-01-110,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.247.27,10.231.137.123,,08-1-01-110_M02Z_TANTA1_R03J,2025-07-07-14.29.25.000000,0,2026-06-01-06.18.34.632912,,,NO
2322360,465355466,GE-0/1/6,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,16,10,36,62,161,283,8,3,30.10726,31.37009,SHRTNC68-M01H-C-EG,03-2-37-68,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.210,10.231.7.114,,03-2-37-68_M01H_SHRTN_R02J,2024-09-17-00.31.31.000000,0,2026-06-01-06.18.34.632912,,,NO
2322361,465355467,GE-0/1/1,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,NASSERIA...DT,HUAWEI_GPON,0,12,11,60,83,587,702,21,7,30.0489,31.24636,NSRIAC6-M01H-DT-EG,07-5-240-06,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.88.58,10.237.234.210,,07-5-240-06_M01H_NASERIA_R01J,2024-05-22-04.35.39.000000,0,2026-06-01-06.18.34.632912,,,NO
2322362,465355468,AE52,10.45.24.28,TANTA1-R06J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,2,44,26,144,216,417,782,22,8,30.79298,30.99305,TNT1C106-M01Z-GH-EG,08-1-01-106,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.246.114,10.231.148.210,,08-1-01-106_M01Z_TANTA1_R03J,2024-12-26-13.33.20.000000,0,2026-06-01-06.18.34.632912,,,NO
2322363,465355469,AE52,10.45.24.28,TANTA1-R06J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,6,2,29,37,121,187,22,8,30.79298,30.99305,TNT1C106-M02Z-GH-EG,08-1-01-106,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.246.115,10.231.148.211,,08-1-01-106_M02Z_TANTA1_R03J,2024-12-26-13.34.40.000000,0,2026-06-01-06.18.34.632912,,,NO
2322364,465355470,GE-0/1/2,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,NASSERIA...DT,HUAWEI_GPON,0,11,4,17,32,236,285,21,7,31.27865,31.70109,NSRIAHC7-M01H-DT-EG,07-5-240-07,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.88.66,10.237.234.218,,07-5-240-07_M01H_NASERIA_R01J,2025-07-02-11.15.33.000000,0,2026-06-01-06.18.34.632912,,,NO
2322365,465355471,GE-0/1/7,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,12,9,28,49,176,275,8,3,30.10726,31.37009,SHRTNC69-M01H-C-EG,03-2-37-69,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.218,10.231.7.122,,03-2-37-69_M01H_SHRTN_R02J,2024-09-17-00.33.52.000000,0,2026-06-01-06.18.34.632912,,,NO
2322366,465355472,GE-0/1/8,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,10,16,30,56,199,311,8,3,30.10596,31.36994,SHRTNC70-M01H-C-EG,03-2-37-70,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.226,10.231.7.130,,03-2-37-70_M01H_SHRTN_R02J,2024-12-05-12.06.34.000000,0,2026-06-01-06.18.34.632912,,,NO
2322367,465355473,GE-0/2/5,10.45.4.211,AMRYAH-R03J-ALX-EG,THE SECOND REGION IN THE NORTHERN COAST,AAMREYAH...ALX,HUAWEI_GPON,0,8,8,15,31,274,318,17,6,30.99336,29.78768,AMRYAC64-M01H-ALX-EG,06-2-14-64,قطاع الساحل الشمالى ومطروح,المنطقة الثانية بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.105.50,10.231.234.34,,06-2-14-64_M01H_AMRYAH_R03J,2026-05-23-06.13.54.000000,0,2026-06-01-06.18.34.632912,,,NO
2322368,465355474,GE-0/2/0,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,8,18,42,68,175,300,8,3,30.10768,31.37255,SHRTNC73-M01H-C-EG,03-2-37-73,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.250,10.231.7.146,,03-2-37-73_M01H_SHRTN_R02J,2024-09-17-00.33.14.000000,0,2026-06-01-06.18.34.632912,,,NO
2322369,465355475,GE-0/1/3,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,FARASKOUR...DT,HUAWEI_GPON,0,5,4,13,22,341,366,21,7,31.2538,31.72084,NASERIA8-M01H-DT-EG,07-5-240-08,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.88.74,10.237.234.226,,07-5-240-08_M01H_NASERIA_R01J,2025-05-04-11.12.40.000000,0,2026-06-01-06.18.34.632912,,,NO
2322370,465355476,GE-0/2/1,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,6,13,39,58,138,248,8,3,30.10721,31.37011,SHRTNC74-M01H-C-EG,03-2-37-74,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.234,10.231.7.154,,03-2-37-74_M01H_SHRTN_R02J,2024-09-17-00.33.04.000000,0,2026-06-01-06.18.34.632912,,,NO
2322371,465355477,GE-1/0/7,10.45.4.238,WASTTA-R02J-BNS-EG,BENI SUEF PHONE AREA,WASTTA...BNS,ZTE_GPON,0,7,3,29,39,278,334,30,10,29.36458,31.19805,WASTAC45-M01Z-BNS-EG,10-2-14-45,قطاع شمال الصعيد,منطقة تليفونات بنى سويف,EGYPT - NORTH UPPER,1,10.50.77.194,10.231.180.210,,10-2-14-45_M01Z_WASTTA_R02J,2026-04-05-12.19.06.000000,0,2026-06-01-06.18.34.632912,,,NO
2322372,465355478,GE-0/2/8,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,1,7,21,44,73,162,280,8,3,30.10803,31.3774,SHRTNC64-M01H-C-EG,03-2-37-64,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.178,10.231.7.82,,03-2-37-64_M01H_SHRTN_R02J,2024-09-17-00.32.33.000000,0,2026-06-01-06.18.34.632912,,,NO
2322373,465355479,GE-0/1/4,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,FARASKOUR...DT,HUAWEI_GPON,0,14,2,22,38,210,255,21,7,31.24927,31.74741,NASERIA9-M01H-DT-EG,07-5-240-09,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.88.82,10.237.234.234,,07-5-240-09_M01H_NASERIA_R01J,2024-05-22-04.29.24.000000,0,2026-06-01-06.18.34.632912,,,NO
2322374,465355480,GE-0/0/2,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,9,13,35,57,119,228,8,3,30.10717,31.37464,SHRTNC91-M01H-C-EG,03-2-37-91,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.70.34,10.231.7.218,,03-2-37-91_M01H_SHRTN_R02J,2024-09-17-00.33.11.000000,0,2026-06-01-06.18.34.632912,,,NO
2322375,465355481,GE-0/3/7,10.45.4.211,AMRYAH-R03J-ALX-EG,THE SECOND REGION IN THE NORTHERN COAST,AAMREYAH...ALX,HUAWEI_GPON,0,9,5,18,32,178,232,17,6,31.02044,29.80648,AMRYAC65-M01H-ALX-EG,06-2-14-65,قطاع الساحل الشمالى ومطروح,المنطقة الثانية بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.105.58,10.231.234.42,,06-2-14-65_M01H_AMRYAH_R03J,2024-05-22-04.07.56.000000,0,2026-06-01-06.18.34.632912,,,NO
2322376,465355482,GE-0/0/5,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,7,13,27,47,157,232,8,3,30.10554,31.37118,SHRTON58-M01H-C-EG,03-2-37-58,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.130,10.231.7.34,,03-2-37-58_M01H_SHRTN_R02J,2024-09-17-00.33.10.000000,0,2026-06-01-06.18.34.632912,,,NO
2322377,465355483,GE-0/1/5,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,NASSERIA...DT,HUAWEI_GPON,0,1,6,25,32,165,205,21,7,31.27617,31.7104,NSRIAC10-M01H-DT-EG,07-5-240-10,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.88.90,10.237.234.242,,07-5-240-10_M01H_NASERIA_R01J,2025-07-02-11.11.58.000000,0,2026-06-01-06.18.34.632912,,,NO
2322378,465355484,GE-0/3/1,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,1,42,24,95,162,359,710,22,8,30.78677,30.99129,TANTAC93-M01Z-GH-EG,08-1-02-93,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.246.130,10.231.148.226,,08-1-02-93_M01Z_TANTA2_R15J,2026-01-12-05.16.39.000000,0,2026-06-01-06.18.34.632912,,,VIC
2322379,465355485,GE-0/3/1,10.45.12.201,TANTA2-R15J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,0,0,0,0,0,0,22,8,30.78677,30.99129,TANTAC93-M02Z-GH-EG,08-1-02-93,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.246.131,10.231.148.227,,08-1-02-93_M02Z_TANTA2_R15J,2026-01-12-05.16.10.000000,0,2026-06-01-06.18.34.632912,,,VIC
2322380,465355486,GE-0/0/6,10.45.12.177,SHRTN-R02J-C-EG,"THE SECOND AREA, NEW CAIRO",SHERATON...C,HUAWEI_GPON,0,15,13,26,54,169,287,8,3,30.10753,31.37299,SHRTNC72-M01H-C-EG,03-2-37-72,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.69.242,10.231.7.138,,03-2-37-72_M01H_SHRTN_R02J,2024-09-17-00.32.44.000000,0,2026-06-01-06.18.34.632912,,,NO
2322381,465355487,GE-0/1/6,10.45.9.200,NASERIA-R01J-DT-EG,DAMIETTA PHONE AREA,NASSERIA...DT,HUAWEI_GPON,0,5,2,5,12,84,99,21,7,31.27811,31.70504,NASERI25-M01H-DT-EG,07-5-240-25,قطاع شرق الدلتا 1,منطقة تليفونات دمياط,EGYPT - EAST DELTA,1,10.50.169.106,10.230.234.178,,07-5-240-25_M01H_NASERIA_R01J,2024-05-22-04.40.20.000000,0,2026-06-01-06.18.34.632912,,,NO
2322382,465355488,GE-0/1/0,10.45.4.72,MNYTNSR-R02J-DK-EG,THE SECOND AREA OF ​​DAKAHLIA,MENYETELNASR...DK,NOKIA_GPON,0,0,0,0,0,0,0,46,7,31.11928,31.65084,MNYNSR37-M02N-DK-EG,07-2-394-37,قطاع شرق الدلتا 1,المنطقة الثانية الدقهلية,EGYPT - EAST DELTA,2,10.50.81.243,10.231.214.171,,07-2-394-37_M02N_MNYTNSR_R02J,2026-06-01-01.21.06.000000,0,2026-06-01-06.18.34.632912,,,NO
2322383,465355489,GE-0/1/0,10.45.4.72,MNYTNSR-R02J-DK-EG,THE SECOND AREA OF ​​DAKAHLIA,MENYETELNASR...DK,NOKIA_GPON,0,21,34,40,95,283,415,46,7,31.11928,31.65084,MNYNSR37-M01N-DK-EG,07-2-394-37,قطاع شرق الدلتا 1,المنطقة الثانية الدقهلية,EGYPT - EAST DELTA,1,10.50.81.242,10.231.214.170,,07-2-394-37_M01N_MNYTNSR_R02J,2026-06-01-02.27.59.000000,0,2026-06-01-06.18.34.632912,,,NO
2322384,465355490,AE43,10.45.4.19,TANTA2-R12J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,2,1,4,7,51,63,22,8,30.78746,30.98953,TNTA2C95-M02Z-GH-EG,08-1-02-95,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,2,10.42.246.147,10.231.148.243,,08-1-02-95_M02Z_TANTA2_R15J,2024-12-26-13.38.44.000000,0,2026-06-01-06.18.34.632912,,,NO
2322385,465355491,AE43,10.45.4.19,TANTA2-R12J-GH-EG,WESTERN PHONE AREA,TANTA2...GH,ZTE_GPON,0,50,23,127,200,467,808,22,8,30.78746,30.98953,TNTA2C95-M01Z-GH-EG,08-1-02-95,قطاع وسط الدلتا,منطقة تليفونات الغربية,EGYPT - MIDDLE DELTA,1,10.42.246.146,10.231.148.242,,08-1-02-95_M01Z_TANTA2_R15J,2024-12-26-13.36.38.000000,0,2026-06-01-06.18.34.632912,,,NO
2322386,465355492,GE-0/1/6,10.45.19.228,TEBIN-R05J-C-EG,"THE FOURTH REGION, CAIRO WEST",TEBIN...C,NOKIA_GPON,0,0,0,0,0,0,0,52,2,29.79459,31.3021,TEBINC36-M02N-C-EG,02-3-21-36,قطاع غرب القاهرة,المنطقة الرابعة غرب,EGYPT - WEST CAIRO,2,10.42.180.91,10.237.88.11,,02-3-21-36_M02N_TEBIN_R03J,2026-05-31-19.35.10.000000,0,2026-06-01-06.18.34.632912,,,NO
2322387,465355493,GE-0/1/6,10.45.19.228,TEBIN-R05J-C-EG,"THE FOURTH REGION, CAIRO WEST",TEBIN...C,NOKIA_GPON,0,24,8,31,63,278,355,52,2,29.79459,31.3021,TEBINC36-M01N-C-EG,02-3-21-36,قطاع غرب القاهرة,المنطقة الرابعة غرب,EGYPT - WEST CAIRO,1,10.42.180.90,10.237.88.10,,02-3-21-36_M01N_TEBIN_R03J,2026-05-31-08.32.52.000000,0,2026-06-01-06.18.34.632912,,,NO
2322388,465355494,GE-1/0/0,10.45.55.55,ASYUTW-R09J-AST-EG,ASSIUT PHONE AREA,ASYUTWEST...AST,HUAWEI_GPON,0,0,0,0,0,0,0,33,11,27.17734,31.18289,ASTWC141-M02H-AST-EG,11-2-12-141,قطاع وسط الصعيد,منطقة تليفونات أسيوط,EGYPT - MIDDLE UPPER,2,10.50.107.251,10.230.201.35,,11-2-12-141_M02H_ASYUTW_R06J,2024-07-10-00.27.53.000000,0,2026-06-01-06.18.34.632912,,,NO
2322389,465355495,GE-1/0/0,10.45.55.55,ASYUTW-R09J-AST-EG,ASSIUT PHONE AREA,ASYUTWEST...AST,HUAWEI_GPON,0,21,28,70,119,346,725,33,11,27.17734,31.18289,ASTWC141-M01H-AST-EG,11-2-12-141,قطاع وسط الصعيد,منطقة تليفونات أسيوط,EGYPT - MIDDLE UPPER,1,10.50.107.250,10.230.201.34,,11-2-12-141_M01H_ASYUTW_R06J,2024-08-20-01.05.50.000000,0,2026-06-01-06.18.34.632912,,,NO
2322390,465355496,GE-0/0/8,10.45.12.149,TEBIN-R04J-C-EG,"THE FOURTH REGION, CAIRO WEST",TEBIN...C,NOKIA_GPON,0,0,0,0,0,0,0,52,2,29.79015,31.30179,TEBINC37-M02N-C-EG,02-3-21-37,قطاع غرب القاهرة,المنطقة الرابعة غرب,EGYPT - WEST CAIRO,2,10.42.180.99,10.237.88.19,,02-3-21-37_M02N_TEBIN_R04J,2026-06-01-00.58.59.000000,0,2026-06-01-06.18.34.632912,,,NO
2322391,465355497,GE-0/0/8,10.45.12.149,TEBIN-R04J-C-EG,"THE FOURTH REGION, CAIRO WEST",TEBIN...C,NOKIA_GPON,0,12,9,39,60,320,394,52,2,29.79015,31.30179,TEBINC37-M01N-C-EG,02-3-21-37,قطاع غرب القاهرة,المنطقة الرابعة غرب,EGYPT - WEST CAIRO,1,10.42.180.98,10.237.88.18,,02-3-21-37_M01N_TEBIN_R04J,2026-05-31-06.43.02.000000,0,2026-06-01-06.18.34.632912,,,NO
2322392,465355498,GI0/0/0/22,10.45.25.90,NOZHA3-R20C-C-EG,"THE SECOND AREA, NEW CAIRO",NOZHA3...C,HUAWEI_GPON,0,2,2,15,19,71,99,8,3,30.15457,31.38893,NZA3C210-M01H-C-EG,03-2-14-210,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.67.2,10.231.91.242,,03-2-14-210_M01H_NOZHA3_R05J,2024-05-22-04.17.28.000000,0,2026-06-01-06.18.34.632912,,,NO
2322393,465355499,GI0/0/0/24,10.45.25.90,NOZHA3-R20C-C-EG,"THE SECOND AREA, NEW CAIRO",NOZHA3...C,HUAWEI_GPON,0,4,4,16,24,97,134,8,3,30.15259,31.39204,NZH3C212-M01H-C-EG,03-2-14-212,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.67.18,10.230.91.2,,03-2-14-212_M01H_NOZHA3_R05J,2024-09-17-00.33.12.000000,0,2026-06-01-06.18.34.632912,,,NO
2322394,465355500,GE-0/0/8,10.45.12.166,ABASIA-R12J-C-EG,THE THIRD REGION EAST,ABBASIA...C,ZTE_GPON,0,7,10,28,45,222,314,3,1,30.08524,31.28409,ABSAC139-M01Z-C-EG,01-3-11-139,قطاع شرق القاهرة,المنطقة الثالثة شرق,EGYPT - EAST CAIRO,1,10.42.243.42,10.231.23.114,,01-3-11-139_M01Z_ABASIA_R12J,2025-02-04-12.36.56.000000,0,2026-06-01-06.18.34.632912,,,NO
2322395,465355501,ET-0/0/48,10.45.24.89,NOZHA3-R09J-C-EG,"THE SECOND AREA, NEW CAIRO",NOZHA3...C,HUAWEI_GPON,0,0,3,0,3,4,25,8,3,30.16307,31.39186,NZH3C235-M01H-C-EG,03-2-14-235,قطاع مناطق القاهرة الجديدة,المنطقة الثانية القاهرة الجديدة,EGYPT - NEW CAIRO,1,10.50.124.106,10.230.91.186,,03-2-14-235_M01H_NOZHA3_R05J,2024-09-17-00.31.36.000000,0,2026-06-01-06.18.34.632912,,,NO
2322396,465355502,GE-1/0/8,10.45.1.47,BNHAWST-R02J-KB-EG,QALUBIA PHONE AREA,BANHAWEST...KB,NOKIA_GPON,0,59,13,98,170,205,431,23,15,30.45224,31.17657,BNHA2C29-M01N-KB-EG,08-3-36-29,قطاع شرق الدلتا 2,منطقة تليفونات القليوبية,EGYPT - EAST DELTA2,1,10.50.19.18,10.237.150.186,,08-3-36-29_M01N_BNHAWST_R02J,2026-05-31-07.53.22.000000,0,2026-06-01-06.18.34.632912,,,NO
2322397,465355503,GE-1/0/8,10.45.1.47,BNHAWST-R02J-KB-EG,QALUBIA PHONE AREA,BANHAWEST...KB,NOKIA_GPON,0,0,0,3,3,4,8,23,15,30.45224,31.17657,BNHA2C29-M02N-KB-EG,08-3-36-29,قطاع شرق الدلتا 2,منطقة تليفونات القليوبية,EGYPT - EAST DELTA2,2,10.50.19.19,10.237.150.187,,08-3-36-29_M02N_BNHAWST_R02J,2026-05-31-12.54.08.000000,0,2026-06-01-06.18.34.632912,,,NO
2322398,465355504,GE-1/0/2,10.45.12.242,HVLQB2-R02J-ALX-EG,THE FIRST REGION IN THE NORTHERN COAST,HANOVILQEBLY2...ALX,HUAWEI_GPON,0,3,5,7,15,147,176,16,6,31.09995,29.77659,HNVQ2C57-M01H-ALX-EG,06-1-01-57,قطاع الساحل الشمالى ومطروح,المنطقة الاولى بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.101.226,10.230.166.162,,06-1-01-57_M01H_HVLQB2_R02J,2024-07-11-00.33.29.000000,0,2026-06-01-06.18.34.632912,,,NO
2322399,465355505,GE-1/0/3,10.45.12.242,HVLQB2-R02J-ALX-EG,THE FIRST REGION IN THE NORTHERN COAST,HANOVILQEBLY2...ALX,HUAWEI_GPON,0,3,3,9,15,140,172,16,6,31.1002,29.77686,HNVQ2C58-M01H-ALX-EG,06-1-01-58,قطاع الساحل الشمالى ومطروح,المنطقة الاولى بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.101.242,10.230.166.170,,06-1-01-58_M01H_HVLQB2_R02J,2024-05-22-04.38.31.000000,0,2026-06-01-06.18.34.632912,,,NO
2322400,465355506,GE-1/0/4,10.45.12.242,HVLQB2-R02J-ALX-EG,THE FIRST REGION IN THE NORTHERN COAST,HANOVILQEBLY2...ALX,HUAWEI_GPON,0,7,8,13,28,258,307,16,6,31.10105,29.77934,HNVQ2C59-M01H-ALX-EG,06-1-01-59,قطاع الساحل الشمالى ومطروح,المنطقة الاولى بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.101.250,10.230.166.178,,06-1-01-59_M01H_HVLQB2_R02J,2024-05-22-04.21.47.000000,0,2026-06-01-06.18.34.632912,,,NO
2322401,465355507,GE-1/0/5,10.45.12.242,HVLQB2-R02J-ALX-EG,THE FIRST REGION IN THE NORTHERN COAST,HANOVILQEBLY2...ALX,HUAWEI_GPON,0,3,7,4,14,113,135,16,6,31.10216,29.77753,HNVQ2C60-M01H-ALX-EG,06-1-01-60,قطاع الساحل الشمالى ومطروح,المنطقة الاولى بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.101.234,10.230.166.186,,06-1-01-60_M01H_HVLQB2_R02J,2025-02-05-17.45.56.000000,0,2026-06-01-06.18.34.632912,,,NO
2322402,465355508,GE-1/1/0,10.45.12.243,6OCT-R03J-ALX-EG,THE FIRST REGION IN THE NORTHERN COAST,6OCTOBER...ALX,HUAWEI_GPON,0,7,4,20,31,125,176,16,6,31.08118,29.72725,OCTALX19-M01H-ALX-EG,06-1-05-19,قطاع الساحل الشمالى ومطروح,المنطقة الاولى بالساحل الشمالى,EGYPT - NORTH COAST,1,10.50.102.74,10.231.165.162,,06-1-05-19_M01H_6OCT_R03J,2024-05-22-04.27.03.000000,0,2026-06-01-06.18.34.632912,,,NO
